success,model,sample,local_steps,local_psnr,local_conf_c1,local_conf_c2,remote_steps,remote_psnr,s1_label,s2_label,s1_conf_c1,s1_conf_c2,s2_conf_c1,s2_conf_c2
True,fmnist,44,151,57.12452706590399,0.4853459596633911,0.4853364825248718,75,57.12447206140602,0,2,0.48534271121025085,0.4853399395942688,0.48534151911735535,0.4853411614894867
False,fmnist,45,0,None,1.0,5.804050928759352e-08,None,None,None,None,None,None,None,None
False,fmnist,46,0,None,1.0,1.1421248835574715e-08,None,None,None,None,None,None,None,None
False,fmnist,47,0,None,1.0,1.0300505240423696e-11,None,None,None,None,None,None,None,None
False,fmnist,48,0,None,1.0,2.3832864570749734e-08,None,None,None,None,None,None,None,None
True,fmnist,49,195,50.161938099173156,0.4999673366546631,0.4999580383300781,45,50.161920469434726,6,4,0.4999650716781616,0.4999603033065796,0.4999629259109497,0.4999624490737915
True,fmnist,50,136,55.80129915556566,0.4999275207519531,0.49991893768310547,64,55.80126685937908,2,6,0.49992573261260986,0.49992072582244873,0.49992382526397705,0.49992263317108154
True,fmnist,51,94,54.74181787399961,0.4992612898349762,0.49925175309181213,26,54.74179521734035,0,2,0.499257355928421,0.4992556869983673,0.4992568790912628,0.4992561638355255
True,fmnist,52,133,73.93159287413528,0.5000038743019104,0.49999576807022095,75,73.93125410812124,0,6,0.500001847743988,0.4999977946281433,0.4999999403953552,0.4999997019767761
True,fmnist,53,260,45.774824414653274,0.49984270334243774,0.4998331665992737,80,45.77480201934394,9,7,0.4998394846916199,0.49983638525009155,0.49983829259872437,0.49983757734298706
True,fmnist,54,254,43.39475799816748,0.5000032782554626,0.4999935030937195,150,43.39474833147676,4,6,0.49999839067459106,0.49999839067459106,0.4999997019767761,0.499997079372406
False,fmnist,55,0,None,1.0,3.546008375820975e-09,None,None,None,None,None,None,None,None
True,fmnist,56,286,42.348816874799375,0.4598468840122223,0.4598371088504791,146,42.348808191681286,5,7,0.4598425626754761,0.45984065532684326,0.4598419666290283,0.45984169840812683
False,fmnist,57,0,None,1.0,5.084540788402592e-09,None,None,None,None,None,None,None,None
True,fmnist,58,109,79.48969761271107,0.48897263407707214,0.488963782787323,63,79.4905352226632,6,0,0.4889684021472931,0.48896780610084534,0.4889703392982483,0.488965779542923
False,fmnist,59,0,None,1.0,3.5634333261924667e-09,None,None,None,None,None,None,None,None
True,fmnist,60,159,44.73073981540341,0.4999564290046692,0.4999468922615051,26,44.73073371074307,6,1,0.4999517798423767,0.4999515414237976,0.49995356798171997,0.49994975328445435
False,fmnist,61,0,None,1.0,1.7671963892240683e-09,None,None,None,None,None,None,None,None
True,fmnist,62,160,46.54486459859652,0.4993405044078827,0.4993308484554291,19,46.54485497218944,5,7,0.4993361234664917,0.49933528900146484,0.49933725595474243,0.4993341565132141
True,fmnist,63,196,44.0693026129515,0.4998267889022827,0.4998178482055664,63,44.069295354451526,6,2,0.4998224377632141,0.499822199344635,0.4998236894607544,0.4998209476470947
True,fmnist,64,201,46.483917643912235,0.4987107515335083,0.4987014830112457,71,46.483901120365374,4,6,0.4987068474292755,0.4987054169178009,0.49870625138282776,0.49870601296424866
True,fmnist,65,155,52.08506760947705,0.5000011920928955,0.49999213218688965,49,52.08504590401289,6,0,0.499997615814209,0.49999570846557617,0.49999701976776123,0.4999963045120239
True,fmnist,66,181,54.63062694440125,0.5000045895576477,0.49999529123306274,116,54.6305865050408,2,6,0.5000004172325134,0.499999463558197,0.5000001788139343,0.4999997019767761
True,fmnist,67,163,56.16011149432637,0.4669136106967926,0.4669039249420166,67,56.16005724622145,2,6,0.46690866351127625,0.46690866351127625,0.46691209077835083,0.4669059216976166
True,fmnist,68,200,48.06866423175716,0.5000045895576477,0.49999529123306274,72,48.06865055938145,4,6,0.4999999403953552,0.4999999403953552,0.5000016093254089,0.4999982714653015
False,fmnist,69,0,None,1.0,2.2566029600490367e-10,None,None,None,None,None,None,None,None
True,fmnist,70,155,47.083271680869586,0.4948427677154541,0.494833379983902,25,47.08326441623471,2,1,0.494838148355484,0.4948379099369049,0.49483978748321533,0.49483630061149597
True,fmnist,71,110,57.95420618288311,0.49994200468063354,0.4999331831932068,29,57.954152546228514,7,5,0.4999393820762634,0.4999358057975769,0.49993807077407837,0.49993711709976196
True,fmnist,72,190,46.53948961086048,0.4999147057533264,0.49990564584732056,71,46.53947572325552,2,6,0.4999103248119354,0.4999100863933563,0.4999132454395294,0.49990716576576233
True,fmnist,73,162,50.06042198054355,0.49979397654533386,0.4997851550579071,55,50.060406360202606,2,6,0.4997898042201996,0.4997893273830414,0.49978986382484436,0.4997892677783966
True,fmnist,74,110,52.09549301601987,0.4991512894630432,0.49914297461509705,23,52.0954725382461,6,3,0.4991476237773895,0.4991467297077179,0.4991476237773895,0.4991466999053955
False,fmnist,75,0,None,1.0,7.254098655096186e-09,None,None,None,None,None,None,None,None
True,fmnist,76,325,43.22624438442388,0.4999654293060303,0.4999563694000244,225,43.226228111552906,2,4,0.49996280670166016,0.49995899200439453,0.49996113777160645,0.49996066093444824
True,fmnist,77,160,61.40869095490662,0.5000045299530029,0.49999475479125977,60,61.40859978735313,6,4,0.5000009536743164,0.4999983310699463,0.49999964237213135,0.49999964237213135
True,fmnist,78,12,73.98025729195828,0.49761030077934265,0.4976012706756592,77,73.98061147734519,4,6,0.49760735034942627,0.4976041615009308,0.4976058304309845,0.49760571122169495
True,fmnist,79,154,60.744889249481595,0.4998970329761505,0.4998878538608551,73,60.74480514267992,0,6,0.499893456697464,0.4998914301395416,0.4998925030231476,0.49989238381385803
True,fmnist,80,201,50.518862812642254,0.4999231696128845,0.49991434812545776,61,50.518834325471715,6,4,0.4999188780784607,0.4999186396598816,0.49992018938064575,0.49991732835769653
False,fmnist,81,0,None,1.0,2.0781625031940365e-10,None,None,None,None,None,None,None,None
True,fmnist,82,262,43.984155300788785,0.49999910593032837,0.4999900460243225,70,43.984145415268756,8,9,0.49999552965164185,0.49999362230300903,0.49999481439590454,0.49999433755874634
True,fmnist,83,89,63.077471072768404,0.49999892711639404,0.4999896287918091,32,63.0773527365476,9,7,0.4999943971633911,0.499994158744812,0.499996542930603,0.4999920129776001
True,fmnist,84,129,55.89115127031518,0.4999755620956421,0.49996650218963623,64,55.89110296357292,2,6,0.49997174739837646,0.49997031688690186,0.4999711513519287,0.4999709129333496
True,fmnist,85,166,49.43714910394534,0.49988529086112976,0.499876469373703,31,49.437134184004364,7,5,0.49988099932670593,0.49988076090812683,0.49988219141960144,0.4998795688152313
True,fmnist,86,130,49.0640828595492,0.49533164501190186,0.49532225728034973,32,49.06407107823047,6,1,0.4953271448612213,0.49532684683799744,0.4953276813030243,0.49532631039619446
False,fmnist,87,0,None,1.0,1.204695093681707e-10,None,None,None,None,None,None,None,None
True,fmnist,88,107,66.67336948388906,0.5000042915344238,0.49999523162841797,33,66.67323377889991,7,9,0.5,0.4999995231628418,0.5000002384185791,0.4999992847442627
True,fmnist,89,153,57.410110864043304,0.49991685152053833,0.49990731477737427,71,57.41005674427177,3,1,0.4999123513698578,0.4999118745326996,0.4999130666255951,0.4999111592769623
True,fmnist,90,199,56.808098823676964,0.49991828203201294,0.4999085068702698,77,56.8080509988554,6,4,0.49991416931152344,0.4999126195907593,0.4999134838581085,0.49991336464881897
True,fmnist,91,194,44.81127028939625,0.49982941150665283,0.49981963634490967,48,44.81125785157729,6,1,0.4998246431350708,0.4998244047164917,0.49982750415802,0.4998215436935425
True,fmnist,92,88,63.40085691811467,0.49928030371665955,0.49927160143852234,28,63.40078750367043,0,6,0.4992775619029999,0.49927446246147156,0.4992762506008148,0.4992757737636566
