success,model,sample,local_steps,local_psnr,local_conf_c1,local_conf_c2,remote_steps,remote_psnr,s1_label,s2_label,s1_conf_c1,s1_conf_c2,s2_conf_c1,s2_conf_c2
True,fmnist,93,122,47.92218058726068,0.4989851415157318,0.4989767074584961,10,47.922173733006076,6,5,0.4989814758300781,0.4989805221557617,0.4989818334579468,0.4989800453186035
True,fmnist,94,163,57.39419096399918,0.371898353099823,0.37188857793807983,92,57.3941110299868,8,4,0.3718920946121216,0.3718912601470947,0.37189236283302307,0.3718920052051544
True,fmnist,95,185,51.64514072139628,0.5000004768371582,0.49999213218688965,66,51.64510033876834,6,0,0.4999963641166687,0.4999961256980896,0.4999982714653015,0.4999942183494568
True,fmnist,96,152,52.89686197588125,0.49999624490737915,0.4999869465827942,65,52.89683119159175,4,6,0.4999924302101135,0.4999907612800598,0.49999189376831055,0.49999141693115234
True,fmnist,97,169,49.55715625420673,0.5000038146972656,0.49999403953552246,78,49.55713164214644,2,4,0.5000017881393433,0.4999960660934448,0.49999910593032837,0.49999886751174927
True,fmnist,98,145,51.924389570136185,0.49699774384498596,0.496987909078598,89,51.924356656521695,0,2,0.4969934821128845,0.49699217081069946,0.49699291586875916,0.4969927966594696
True,fmnist,99,141,58.775667183618026,0.49996232986450195,0.4999537467956543,80,58.77557779792976,2,0,0.4999582767486572,0.499957799911499,0.49995899200439453,0.4999570846557617
False,fmnist,100,0,None,1.0,5.464788177533819e-09,None,None,None,None,None,None,None,None
True,fmnist,101,192,53.60552213821974,0.4810017943382263,0.48099371790885925,68,53.605483179631904,4,2,0.4809980094432831,0.4809977114200592,0.48099881410598755,0.4809972047805786
True,fmnist,102,213,45.643950851553896,0.5000041723251343,0.4999943971633911,65,45.643932887665144,2,6,0.49999940395355225,0.49999916553497314,0.5000017881393433,0.49999678134918213
True,fmnist,103,140,61.45804804666672,0.4952552020549774,0.4952459931373596,44,61.45796757903782,3,4,0.4952508211135864,0.4952505826950073,0.49525099992752075,0.49525028467178345
True,fmnist,104,219,51.99041276447244,0.49503496289253235,0.49502670764923096,66,51.990380908244916,6,2,0.49503105878829956,0.49503058195114136,0.4950321614742279,0.4950295686721802
True,fmnist,105,186,44.98562941747157,0.49964451789855957,0.4996350407600403,37,44.985619457985806,5,9,0.4996403157711029,0.4996391832828522,0.49963995814323425,0.4996395409107208
False,fmnist,106,0,None,1.0,3.560168826410859e-11,None,None,None,None,None,None,None,None
True,fmnist,107,93,52.27448722606937,0.5000035166740417,0.4999963641166687,19,52.274480557496915,9,7,0.5000001788139343,0.4999997019767761,0.5000006556510925,0.4999992251396179
True,fmnist,108,152,52.539568016766665,0.4994678199291229,0.4994595944881439,80,52.53951627258068,4,2,0.4994647204875946,0.4994628131389618,0.49946412444114685,0.49946328997612
True,fmnist,109,142,70.08070129910311,0.4997189939022064,0.49970921874046326,72,70.08042937534347,4,6,0.4997161328792572,0.4997120797634125,0.4997142255306244,0.4997139871120453
True,fmnist,110,118,60.30560842255333,0.49994659423828125,0.4999368190765381,29,60.30555280116075,5,7,0.4999420642852783,0.499941349029541,0.499942421913147,0.49994099140167236
True,fmnist,111,257,46.98172633922397,0.5000047087669373,0.4999949336051941,54,46.98170859738059,0,6,0.4999998211860657,0.4999998211860657,0.5000012516975403,0.49999839067459106
True,fmnist,112,138,50.31904021126863,0.49560779333114624,0.49559810757637024,57,50.31902320740368,3,6,0.4956032335758209,0.49560269713401794,0.4956037700176239,0.49560225009918213
True,fmnist,113,124,54.84669079584198,0.4929857552051544,0.4929758906364441,43,54.84666246105122,5,7,0.49298134446144104,0.49298039078712463,0.49298232793807983,0.49297937750816345
