success,model_type,sample_index,total_psnr,local_steps,local_psnr,local_label,local_conf1,local_conf2,remote_steps,remote_psnr,s0_hostname,s0_label,s0_conf1,s0_conf2,s1_hostname,s1_label,s1_conf1,s1_conf2,s2_hostname,s2_label,s2_conf1,s2_conf2,s3_hostname,s3_label,s3_conf1,s3_conf2,s4_hostname,s4_label,s4_conf1,s4_conf2,s5_hostname,s5_label,s5_conf1,s5_conf2,s6_hostname,s6_label,s6_conf1,s6_conf2
False,fmnist,21,45.04453062217628,234,45.04453062217628,4,0.5000044703483582,0.4999954104423523,500,153.5255631279112,server-amdrome,4,0.5000013709068298,0.4999985098838806,server-intelbroadwell,4,0.5000006556510925,0.4999992251396179,server-intelcascadelake,4,0.5000001788139343,0.4999997019767761,server-intelhaswell,4,0.5000006556510925,0.4999992251396179,server-intelivybridge,4,0.5000013709068298,0.4999985098838806,server-intelsandybridge,4,0.5000013709068298,0.4999985098838806,server-intelskylake,4,0.5000001788139343,0.4999997019767761
True,fmnist,101,53.6055298393773,195,53.6055298393773,2,0.4810028076171875,0.4809928238391876,43,154.2772219935652,server-amdrome,4,0.4809978902339935,0.480997771024704,server-intelbroadwell,2,0.4809989333152771,0.4809966385364533,server-intelcascadelake,2,0.4809983968734741,0.4809972643852234,server-intelhaswell,2,0.4809989333152771,0.4809966385364533,server-intelivybridge,2,0.4809984862804413,0.4809974431991577,server-intelsandybridge,2,0.4809984862804413,0.4809974431991577,server-intelskylake,2,0.4809983968734741,0.4809972643852234
True,fmnist,102,45.64396070275024,214,45.64396070275024,6,0.5000041723251343,0.4999943971633911,39,153.42779214601978,server-amdrome,2,0.4999992847442627,0.4999992847442627,server-intelbroadwell,6,0.4999997615814209,0.4999988079071045,server-intelcascadelake,6,0.5000013113021851,0.4999972581863403,server-intelhaswell,6,0.4999997615814209,0.4999988079071045,server-intelivybridge,6,0.5000015497207642,0.4999970197677612,server-intelsandybridge,6,0.5000015497207642,0.4999970197677612,server-intelskylake,6,0.5000013113021851,0.4999972581863403
False,fmnist,9,53.19146420432264,176,53.19146420432264,4,0.500004768371582,0.499995231628418,500,154.07578061606202,server-amdrome,4,0.5000007152557373,0.4999992847442627,server-intelbroadwell,4,0.5000007152557373,0.4999992847442627,server-intelcascadelake,4,0.5000007152557373,0.4999992847442627,server-intelhaswell,4,0.5000007152557373,0.4999992847442627,server-intelivybridge,4,0.5000002384185791,0.4999997615814209,server-intelsandybridge,4,0.5000002384185791,0.4999997615814209,server-intelskylake,4,0.5000007152557373,0.4999992847442627
True,fmnist,103,61.45805702597959,136,61.45805702597959,4,0.4952555596828461,0.495245635509491,38,156.72321253011557,server-amdrome,3,0.4952507615089417,0.4952505230903626,server-intelbroadwell,4,0.4952513575553894,0.4952499270439148,server-intelcascadelake,4,0.4952518045902252,0.4952494502067566,server-intelhaswell,4,0.4952513575553894,0.4952499270439148,server-intelivybridge,4,0.4952508807182312,0.495250403881073,server-intelsandybridge,4,0.4952508807182312,0.495250403881073,server-intelskylake,4,0.4952518045902252,0.4952494502067566
False,cifar10,8,73.23200652662186,716,73.23200652662186,5,0.4938618540763855,0.4938521683216095,500,150.06108894269596,server-amdrome,5,0.4938613772392273,0.4938527345657349,server-intelbroadwell,5,0.4938627183437347,0.4938513338565826,server-intelcascadelake,5,0.4938639402389526,0.4938502907752991,server-intelhaswell,5,0.4938627183437347,0.4938513338565826,server-intelivybridge,5,0.4938623607158661,0.4938516318798065,server-intelsandybridge,5,0.4938623607158661,0.4938516318798065,server-intelskylake,5,0.4938639402389526,0.4938502907752991
False,cifar10,44,67.64946566831578,778,67.64946566831578,5,0.4821577668190002,0.4821482300758362,500,147.5645731995571,server-amdrome,5,0.4821552932262421,0.4821505844593048,server-intelbroadwell,5,0.4821572899818421,0.4821488857269287,server-intelcascadelake,5,0.4821576178073883,0.4821483194828034,server-intelhaswell,5,0.4821572899818421,0.4821488857269287,server-intelivybridge,5,0.4821555018424988,0.48214998841285706,server-intelsandybridge,5,0.4821555018424988,0.48214998841285706,server-intelskylake,5,0.4821576178073883,0.4821483194828034
True,fmnist,104,51.990404019602394,213,51.990404019602394,2,0.4950358867645264,0.4950259625911713,56,152.2887159158891,server-amdrome,6,0.4950311779975891,0.4950307011604309,server-intelbroadwell,2,0.49503093957901,0.49503093957901,server-intelcascadelake,2,0.4950325191020966,0.4950294494628906,server-intelhaswell,2,0.49503093957901,0.49503093957901,server-intelivybridge,2,0.4950322806835175,0.4950296878814697,server-intelsandybridge,2,0.4950322806835175,0.4950296878814697,server-intelskylake,2,0.4950325191020966,0.4950294494628906
True,fmnist,105,44.985630413421404,186,44.985630413421404,5,0.4996441304683685,0.4996353685855866,22,159.42562412062358,server-amdrome,9,0.4996398985385895,0.4996395409107208,server-intelbroadwell,5,0.4996402561664581,0.4996391832828522,server-intelcascadelake,5,0.499640017747879,0.4996395409107208,server-intelhaswell,5,0.4996402561664581,0.4996391832828522,server-intelivybridge,5,0.4996399581432343,0.4996395409107208,server-intelsandybridge,5,0.4996399581432343,0.4996395409107208,server-intelskylake,5,0.499640017747879,0.4996395409107208
True,fmnist,107,52.274430543529924,91,52.274430543529924,7,0.5000037550926208,0.4999961256980896,19,162.9701280823972,server-amdrome,9,0.5000004172325134,0.499999463558197,server-intelbroadwell,7,0.5000013709068298,0.4999985098838806,server-intelcascadelake,7,0.5000025629997253,0.4999973177909851,server-intelhaswell,7,0.5000013709068298,0.4999985098838806,server-intelivybridge,7,0.5000011324882507,0.4999987483024597,server-intelsandybridge,7,0.5000011324882507,0.4999987483024597,server-intelskylake,7,0.5000025629997253,0.4999973177909851
False,fmnist,10,47.47242088640092,226,47.47242088640092,0,0.4999997615814209,0.499990701675415,500,154.69377808923272,server-amdrome,0,0.4999963045120239,0.499994158744812,server-intelbroadwell,0,0.4999955892562866,0.4999948740005493,server-intelcascadelake,0,0.4999957084655762,0.4999947547912598,server-intelhaswell,0,0.4999955892562866,0.4999948740005493,server-intelivybridge,0,0.4999961853027344,0.4999942779541016,server-intelsandybridge,0,0.4999961853027344,0.4999942779541016,server-intelskylake,0,0.4999957084655762,0.4999947547912598
False,cifar10,46,53.52963016360664,1305,53.52963016360664,2,0.4985540211200714,0.4985440373420715,500,150.70527495330842,server-amdrome,2,0.4985521137714386,0.4985459446907044,server-intelbroadwell,2,0.4985523521900177,0.4985457062721253,server-intelcascadelake,2,0.498551994562149,0.4985460638999939,server-intelhaswell,2,0.4985523521900177,0.4985457062721253,server-intelivybridge,2,0.498554676771164,0.4985435009002686,server-intelsandybridge,2,0.498554676771164,0.4985435009002686,server-intelskylake,2,0.498551994562149,0.4985460638999939
False,cifar10,10,56.49990679609745,448,56.49990679609745,7,0.4952859282493591,0.4952767193317413,500,149.5180308666618,server-amdrome,7,0.4952828586101532,0.4952797889709473,server-intelbroadwell,7,0.4952850937843323,0.4952775239944458,server-intelcascadelake,7,0.4952844381332398,0.4952780604362488,server-intelhaswell,7,0.4952850937843323,0.4952775239944458,server-intelivybridge,7,0.4952844977378845,0.4952781200408936,server-intelsandybridge,7,0.4952844977378845,0.4952781200408936,server-intelskylake,7,0.4952844381332398,0.4952780604362488
False,fmnist,108,52.53955277697661,155,52.53955277697661,4,0.4994684159755707,0.4994589984416962,500,161.30963316852703,server-amdrome,4,0.4994666278362274,0.499460905790329,server-intelbroadwell,4,0.4994653165340424,0.4994620978832245,server-intelcascadelake,4,0.4994641244411469,0.4994634091854096,server-intelhaswell,4,0.4994653165340424,0.4994620978832245,server-intelivybridge,4,0.4994665086269378,0.499460905790329,server-intelsandybridge,4,0.4994665086269378,0.499460905790329,server-intelskylake,4,0.4994641244411469,0.4994634091854096
False,fmnist,12,60.715719444948796,125,60.715719444948796,2,0.4999788403511048,0.499971330165863,500,154.8337809752556,server-amdrome,2,0.4999764561653137,0.4999737143516541,server-intelbroadwell,2,0.4999755620956421,0.4999746084213257,server-intelcascadelake,2,0.499975860118866,0.4999743103981018,server-intelhaswell,2,0.4999755620956421,0.4999746084213257,server-intelivybridge,2,0.4999774694442749,0.4999727010726929,server-intelsandybridge,2,0.4999774694442749,0.4999727010726929,server-intelskylake,2,0.499975860118866,0.4999743103981018
True,fmnist,13,44.38392276460248,187,44.38392276460248,3,0.4935564696788788,0.4935469925403595,27,158.14939029538206,server-amdrome,4,0.4935517013072968,0.4935516715049744,server-intelbroadwell,3,0.4935533702373505,0.4935500919818878,server-intelcascadelake,3,0.4935519993305206,0.4935513734817505,server-intelhaswell,3,0.4935533702373505,0.4935500919818878,server-intelivybridge,3,0.4935537278652191,0.4935496747493744,server-intelsandybridge,3,0.4935537278652191,0.4935496747493744,server-intelskylake,3,0.4935519993305206,0.4935513734817505
True,fmnist,15,46.46517820601616,205,46.46517820601616,6,0.4927820563316345,0.4927720725536346,38,156.1363087754311,server-amdrome,0,0.4927774667739868,0.49277663230896,server-intelbroadwell,6,0.492778867483139,0.4927752315998077,server-intelcascadelake,6,0.4927783906459808,0.492775559425354,server-intelhaswell,6,0.492778867483139,0.4927752315998077,server-intelivybridge,6,0.4927777647972107,0.4927763640880585,server-intelsandybridge,6,0.4927777647972107,0.4927763640880585,server-intelskylake,6,0.4927783906459808,0.492775559425354
False,cifar10,47,49.684771694267205,1122,49.684771694267205,0,0.4999885559082031,0.4999790191650391,500,147.73065083639304,server-amdrome,0,0.4999866485595703,0.4999809265136719,server-intelbroadwell,0,0.4999878406524658,0.4999797344207764,server-intelcascadelake,0,0.4999868869781494,0.4999806880950928,server-intelhaswell,0,0.4999878406524658,0.4999797344207764,server-intelivybridge,0,0.4999880790710449,0.4999794960021973,server-intelsandybridge,0,0.4999880790710449,0.4999794960021973,server-intelskylake,0,0.4999868869781494,0.4999806880950928
False,cifar10,11,57.01445925485253,385,57.01445925485253,2,0.4999333620071411,0.4999262094497681,500,157.89269208494483,server-amdrome,2,0.4999330043792725,0.4999265670776367,server-intelbroadwell,2,0.4999338388442993,0.4999257326126098,server-intelcascadelake,2,0.4999347925186157,0.4999247789382935,server-intelhaswell,2,0.4999338388442993,0.4999257326126098,server-intelivybridge,2,0.4999332427978516,0.4999263286590576,server-intelsandybridge,2,0.4999332427978516,0.4999263286590576,server-intelskylake,2,0.4999347925186157,0.4999247789382935
True,fmnist,16,50.68146779696144,160,50.68146779696144,7,0.4994104206562042,0.4994008839130402,49,159.0916628525474,server-amdrome,7,0.4994060397148132,0.4994053244590759,server-intelbroadwell,5,0.4994058609008789,0.4994055032730103,server-intelcascadelake,5,0.4994058012962341,0.499405562877655,server-intelhaswell,5,0.4994058609008789,0.4994055032730103,server-intelivybridge,5,0.4994058012962341,0.499405562877655,server-intelsandybridge,5,0.4994058012962341,0.499405562877655,server-intelskylake,5,0.4994058012962341,0.499405562877655
False,fmnist,109,70.08066263144919,145,70.08066263144919,4,0.4997185170650482,0.4997096955776215,500,158.2375919100654,server-amdrome,4,0.499715656042099,0.4997125566005707,server-intelbroadwell,4,0.4997155368328095,0.4997126758098602,server-intelcascadelake,4,0.4997173249721527,0.499710887670517,server-intelhaswell,4,0.4997155368328095,0.4997126758098602,server-intelivybridge,6,0.4997149407863617,0.499713271856308,server-intelsandybridge,6,0.4997149407863617,0.499713271856308,server-intelskylake,4,0.4997173249721527,0.499710887670517
True,fmnist,18,51.210176761417856,147,51.210176761417856,2,0.4999644756317138,0.4999570846557617,19,161.0376759513639,server-amdrome,6,0.4999611377716065,0.4999604225158691,server-intelbroadwell,2,0.4999628067016602,0.4999587535858154,server-intelcascadelake,2,0.499962568283081,0.4999589920043945,server-intelhaswell,2,0.4999628067016602,0.4999587535858154,server-intelivybridge,2,0.499962329864502,0.4999592304229736,server-intelsandybridge,2,0.499962329864502,0.4999592304229736,server-intelskylake,2,0.499962568283081,0.4999589920043945
True,fmnist,110,60.30559094146746,118,60.30559094146746,5,0.4999463558197022,0.4999370574951172,15,163.901408124184,server-amdrome,5,0.4999428987503052,0.4999405145645142,server-intelbroadwell,7,0.4999418258666992,0.4999415874481201,server-intelcascadelake,7,0.4999418258666992,0.4999415874481201,server-intelhaswell,7,0.4999418258666992,0.4999415874481201,server-intelivybridge,7,0.4999418258666992,0.4999415874481201,server-intelsandybridge,7,0.4999418258666992,0.4999415874481201,server-intelskylake,7,0.4999418258666992,0.4999415874481201
True,fmnist,20,72.42016403368835,117,72.42016403368835,2,0.4928540289402008,0.4928447008132935,24,155.9304003013211,server-amdrome,0,0.4928493201732636,0.4928493201732636,server-intelbroadwell,2,0.4928503036499024,0.4928484261035919,server-intelcascadelake,2,0.4928504824638367,0.4928482472896576,server-intelhaswell,2,0.4928503036499024,0.4928484261035919,server-intelivybridge,2,0.4928526878356934,0.4928459823131561,server-intelsandybridge,2,0.4928526878356934,0.4928459823131561,server-intelskylake,2,0.4928504824638367,0.4928482472896576
False,fmnist,21,45.04453062217628,234,45.04453062217628,4,0.5000044703483582,0.4999954104423523,500,153.5255631279112,server-amdrome,4,0.5000013709068298,0.4999985098838806,server-intelbroadwell,4,0.5000006556510925,0.4999992251396179,server-intelcascadelake,4,0.5000001788139343,0.4999997019767761,server-intelhaswell,4,0.5000006556510925,0.4999992251396179,server-intelivybridge,4,0.5000013709068298,0.4999985098838806,server-intelsandybridge,4,0.5000013709068298,0.4999985098838806,server-intelskylake,4,0.5000001788139343,0.4999997019767761
False,fmnist,112,50.3190406363661,139,50.3190406363661,6,0.4956079125404358,0.4955981373786926,500,159.57641629293232,server-amdrome,6,0.4956046342849731,0.4956013858318329,server-intelbroadwell,6,0.4956046342849731,0.4956014156341553,server-intelcascadelake,6,0.49560546875,0.4956006109714508,server-intelhaswell,6,0.4956046342849731,0.4956014156341553,server-intelivybridge,3,0.4956031143665314,0.4956028759479522,server-intelsandybridge,3,0.4956031143665314,0.4956028759479522,server-intelskylake,6,0.49560546875,0.4956006109714508
False,cifar10,49,54.418729637966955,371,54.418729637966955,2,0.4130675196647644,0.4130580723285675,500,145.4468902788789,server-amdrome,2,0.4130654633045197,0.4130605459213257,server-intelbroadwell,2,0.413065642118454,0.4130604267120361,server-intelcascadelake,2,0.4130649566650391,0.4130612015724182,server-intelhaswell,2,0.413065642118454,0.4130604267120361,server-intelivybridge,2,0.413066029548645,0.4130600094795227,server-intelsandybridge,2,0.413066029548645,0.4130600094795227,server-intelskylake,2,0.4130649566650391,0.4130612015724182
False,cifar10,13,55.27097786409475,541,55.27097786409475,9,0.4999553561210632,0.4999455809593201,500,147.5658053298583,server-amdrome,9,0.4999534487724304,0.4999474883079529,server-intelbroadwell,9,0.4999546408653259,0.4999462962150574,server-intelcascadelake,9,0.4999546408653259,0.4999462962150574,server-intelhaswell,9,0.4999546408653259,0.4999462962150574,server-intelivybridge,9,0.4999536871910095,0.4999472498893738,server-intelsandybridge,9,0.4999536871910095,0.4999472498893738,server-intelskylake,9,0.4999546408653259,0.4999462962150574
True,fmnist,113,54.84669320732206,123,54.84669320732206,7,0.4929853975772858,0.4929762184619904,20,159.3021770556493,server-amdrome,5,0.4929809272289276,0.4929806888103485,server-intelbroadwell,7,0.4929826259613037,0.492979109287262,server-intelcascadelake,7,0.4929827451705933,0.4929789900779724,server-intelhaswell,7,0.4929826259613037,0.492979109287262,server-intelivybridge,7,0.4929825067520142,0.4929792284965515,server-intelsandybridge,7,0.4929825067520142,0.4929792284965515,server-intelskylake,7,0.4929827451705933,0.4929789900779724
True,fmnist,22,49.396136156661264,163,49.396136156661264,4,0.5000045895576477,0.4999950528144837,24,156.21067120373948,server-amdrome,6,0.5000000596046448,0.4999995827674866,server-intelbroadwell,4,0.5000002980232239,0.4999993443489074,server-intelcascadelake,4,0.5000002980232239,0.4999993443489074,server-intelhaswell,4,0.5000002980232239,0.4999993443489074,server-intelivybridge,4,0.5000017285346985,0.4999979138374329,server-intelsandybridge,4,0.5000017285346985,0.4999979138374329,server-intelskylake,4,0.5000002980232239,0.4999993443489074
True,fmnist,114,58.16143245887235,200,58.16143245887235,2,0.4710143208503723,0.4710051119327545,110,150.12798231076633,server-amdrome,4,0.4710101187229157,0.4710093438625336,server-intelbroadwell,2,0.471011221408844,0.4710081815719605,server-intelcascadelake,2,0.4710114896297455,0.4710075557231903,server-intelhaswell,2,0.471011221408844,0.4710081815719605,server-intelivybridge,2,0.4710123240947723,0.471007376909256,server-intelsandybridge,2,0.4710123240947723,0.471007376909256,server-intelskylake,2,0.4710114896297455,0.4710075557231903
True,fmnist,115,65.62937109664496,121,65.62937109664496,6,0.463664710521698,0.4636557996273041,46,158.61219146850397,server-amdrome,4,0.4636602401733398,0.4636600315570831,server-intelbroadwell,6,0.4636614918708801,0.4636591076850891,server-intelcascadelake,6,0.4636618793010712,0.4636588394641876,server-intelhaswell,6,0.4636614918708801,0.4636591076850891,server-intelivybridge,6,0.4636605083942413,0.4636600017547608,server-intelsandybridge,6,0.4636605083942413,0.4636600017547608,server-intelskylake,6,0.4636618793010712,0.4636588394641876
True,fmnist,116,40.994599177436754,233,40.994599177436754,7,0.4858269095420837,0.485817015171051,51,157.5254905794451,server-amdrome,9,0.4858219027519226,0.485821783542633,server-intelbroadwell,7,0.4858230352401733,0.4858205914497376,server-intelcascadelake,7,0.4858221113681793,0.4858214557170868,server-intelhaswell,7,0.4858230352401733,0.4858205914497376,server-intelivybridge,7,0.4858225286006928,0.4858212471008301,server-intelsandybridge,7,0.4858225286006928,0.4858212471008301,server-intelskylake,7,0.4858221113681793,0.4858214557170868
True,fmnist,24,64.03351189426031,115,64.03351189426031,2,0.4715579152107239,0.4715480506420136,39,155.38256092764476,server-amdrome,3,0.4715532660484314,0.4715531170368194,server-intelbroadwell,2,0.4715540111064911,0.4715520143508911,server-intelcascadelake,2,0.4715549647808075,0.4715511500835418,server-intelhaswell,2,0.4715540111064911,0.4715520143508911,server-intelivybridge,2,0.4715538918972016,0.4715521931648254,server-intelsandybridge,2,0.4715538918972016,0.4715521931648254,server-intelskylake,2,0.4715549647808075,0.4715511500835418
True,fmnist,119,47.47122699687354,131,47.47122699687354,7,0.5000037550926208,0.4999954104423523,48,162.7821184429952,server-amdrome,9,0.4999997615814209,0.4999992847442627,server-intelbroadwell,7,0.5000001788139343,0.4999989867210388,server-intelcascadelake,7,0.4999996423721314,0.4999994039535522,server-intelhaswell,7,0.5000001788139343,0.4999989867210388,server-intelivybridge,7,0.5000001788139343,0.4999989867210388,server-intelsandybridge,7,0.5000001788139343,0.4999989867210388,server-intelskylake,7,0.4999996423721314,0.4999994039535522
True,fmnist,26,42.290877804717724,215,42.290877804717724,7,0.4986087679862976,0.4985992014408112,17,159.21533733827715,server-amdrome,9,0.4986041486263275,0.498603880405426,server-intelbroadwell,7,0.4986056387424469,0.4986023306846618,server-intelcascadelake,7,0.4986048638820648,0.4986030459403992,server-intelhaswell,7,0.4986056387424469,0.4986023306846618,server-intelivybridge,7,0.4986047446727753,0.4986032545566559,server-intelsandybridge,7,0.4986047446727753,0.4986032545566559,server-intelskylake,7,0.4986048638820648,0.4986030459403992
True,fmnist,27,45.51838779262973,284,45.51838779262973,4,0.5000024437904358,0.4999952912330627,38,154.11830152277562,server-amdrome,2,0.4999988675117493,0.4999988675117493,server-intelbroadwell,4,0.4999998211860657,0.4999979138374329,server-intelcascadelake,4,0.5000001788139343,0.4999975562095642,server-intelhaswell,4,0.4999998211860657,0.4999979138374329,server-intelivybridge,4,0.4999991059303284,0.4999986290931702,server-intelsandybridge,4,0.4999991059303284,0.4999986290931702,server-intelskylake,4,0.5000001788139343,0.4999975562095642
True,fmnist,28,66.4358680183524,113,66.4358680183524,6,0.4999931454658508,0.4999836087226868,62,156.61216300564345,server-amdrome,2,0.4999884366989136,0.4999884366989136,server-intelbroadwell,6,0.49998939037323,0.4999874830245972,server-intelcascadelake,6,0.4999895095825195,0.4999873638153076,server-intelhaswell,6,0.49998939037323,0.4999874830245972,server-intelivybridge,6,0.4999890327453613,0.4999878406524658,server-intelsandybridge,6,0.4999890327453613,0.4999878406524658,server-intelskylake,6,0.4999895095825195,0.4999873638153076
False,cifar10,51,62.23614130906914,454,62.23614130906914,4,0.499973475933075,0.49996417760849,500,148.6640753295891,server-amdrome,4,0.4999725222587586,0.4999651312828064,server-intelbroadwell,4,0.499972403049469,0.499965250492096,server-intelcascadelake,4,0.4999714493751526,0.4999662041664124,server-intelhaswell,4,0.499972403049469,0.499965250492096,server-intelivybridge,4,0.4999735951423645,0.4999640583992005,server-intelsandybridge,4,0.4999735951423645,0.4999640583992005,server-intelskylake,4,0.4999714493751526,0.4999662041664124
False,cifar10,15,58.79436833461497,902,58.79436833461497,8,0.4948830306529999,0.4948732256889343,500,147.54415151059092,server-amdrome,8,0.494882345199585,0.49487397074699396,server-intelbroadwell,8,0.4948833882808685,0.4948728978633881,server-intelcascadelake,8,0.494882345199585,0.49487397074699396,server-intelhaswell,8,0.4948833882808685,0.4948728978633881,server-intelivybridge,8,0.494882345199585,0.49487397074699396,server-intelsandybridge,8,0.494882345199585,0.49487397074699396,server-intelskylake,8,0.494882345199585,0.49487397074699396
False,fmnist,120,43.963792260075685,277,43.963792260075685,2,0.4998251795768738,0.4998154044151306,500,151.0301516490792,server-amdrome,2,0.4998216032981873,0.4998189806938171,server-intelbroadwell,2,0.4998212456703186,0.4998192191123962,server-intelcascadelake,3,0.4998202919960022,0.4998201727867127,server-intelhaswell,2,0.4998212456703186,0.4998192191123962,server-intelivybridge,2,0.4998205304145813,0.4998200535774231,server-intelsandybridge,2,0.4998205304145813,0.4998200535774231,server-intelskylake,3,0.4998202919960022,0.4998201727867127
True,fmnist,122,49.65698121739585,142,49.65698121739585,3,0.4994838237762451,0.4994747638702393,77,161.57257681570817,server-amdrome,6,0.4994796514511109,0.4994789361953736,server-intelbroadwell,3,0.4994795322418213,0.4994791746139526,server-intelcascadelake,3,0.4994795322418213,0.4994791746139526,server-intelhaswell,3,0.4994795322418213,0.4994791746139526,server-intelivybridge,3,0.4994795322418213,0.4994790554046631,server-intelsandybridge,3,0.4994795322418213,0.4994790554046631,server-intelskylake,3,0.4994795322418213,0.4994791746139526
